farm_id,field_id,region,latitude,longitude,elevation,soil_type,soil_ph,organic_matter_percent,nitrogen_content,phosphorus_content,potassium_content,avg_temperature,annual_rainfall,humidity_percent,solar_radiation,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_amount_kg_ha,irrigation_method,irrigation_frequency_days,tillage_type,seed_rate_kg_ha,pest_pressure,disease_pressure,pesticide_used,yield_per_hectare,cost_per_hectare,revenue_per_hectare,profit_per_hectare,water_usage_mm,carbon_footprint_kg_co2,pH_soil_ph,OrganicMatter_organic_matter_percent,Nitrogen_nitrogen_content,Phosphorus_phosphorus_content,Potassium_potassium_content,Rainfall_annual_rainfall,Temperature_avg_temperature,Yield_yield_per_hectare,Profit_profit_per_hectare,WaterUsage_water_usage_mm,CarbonFootprint_carbon_footprint_kg_co2,planting_month,planting_season,growing_days,growing_period_category,profit_margin,profit_margin_category,cost_efficiency,cost_efficiency_category,water_efficiency,water_efficiency_category,carbon_efficiency,carbon_efficiency_category,sustainable_practices_count,sustainability_level,elevation_category,humidity_category,solar_radiation_category
FARM_04601,FIELD_FARM_04601_1,Southwest,33.355491,-98.645682,451.8,Sandy,6.11,1.78,14.9,45.4,135.0,20.1,327.9,51.5,22.7,Onions,Onions_Standard,2023-04-06,2023-08-01,Potassium_High,124.2,Micro_Sprinkler,9,Deep_Till,3.6,Medium,Low,Yes,26.16,1075.67,10202.11,9126.43,307.3,474.3,Neutral,Low,Low,Medium,Medium,Low,Moderate,VeryHigh,VeryHigh,Medium,Medium,4,Spring,117,Medium,89.4562987460437,High,0.024319726310113695,VeryHigh,0.08512853888708102,High,0.055154965211891206,VeryHigh,1,Medium,Rolling,Moderate,High
FARM_04602,FIELD_FARM_04602_3,Midwest,47.906245,-102.30638,21.7,Sandy_Loam,6.44,2.65,29.5,10.1,212.9,8.6,1185.6,56.1,22.2,Carrots,Carrots_Standard,2023-03-15,2023-06-22,NPK_Balanced,130.6,Rainfall_Only,0,No_Till,3.4,High,Low,Yes,35.6,913.13,15319.24,14406.11,0.0,416.7,Neutral,Medium,Medium,Low,High,High,Cool,VeryHigh,VeryHigh,Low,Medium,3,Spring,99,Medium,94.03932571067494,High,0.038986781728779035,VeryHigh,0.0,None,0.08543316534677227,VeryHigh,1,Medium,Lowland,Moderate,High
FARM_04603,FIELD_FARM_04603_4,Southwest,31.004316,-119.856849,1031.8,Clayey_Loam,6.87,4.79,37.0,25.4,111.2,20.1,426.4,81.0,18.8,Cotton,Cotton_Standard,2023-04-19,2023-07-22,Organic_Compost,1489.2,Drip_Irrigation,2,Deep_Till,18.6,Low,High,Yes,2.11,1443.86,2745.65,1301.79,1106.3,360.7,Neutral,High,Medium,Medium,Medium,Medium,Moderate,Low,High,nan,Medium,4,Spring,94,Medium,47.41281663722616,High,0.0014613605197179782,Low,0.0019072584289975595,None,0.005849736623232603,Low,2,High,Mountain,Humid,Moderate
FARM_04604,FIELD_FARM_04604_1,Midwest,47.377036,-81.771412,37.1,Clayey_Loam,6.04,4.3,36.1,59.9,289.8,9.3,1045.8,71.2,26.0,Peas,Peas_Standard,2023-04-24,2023-07-23,Nitrogen_High,125.6,Rainfall_Only,0,Deep_Till,46.2,Low,Medium,Yes,1.84,1021.28,712.25,-309.03,0.0,684.8,Neutral,High,Medium,High,High,High,Cool,Low,Low,Low,High,4,Spring,90,Short,-43.38785538785538,Loss,0.0018016606611311297,Low,0.0,None,0.0026869158878504674,Low,0,Low,Lowland,Humid,High
FARM_04605,FIELD_FARM_04605_4,Great_Plains,48.597146,-96.627091,783.7,Clay,6.65,5.5,42.1,30.0,193.3,11.7,450.3,52.4,20.5,Corn,Sweet_Corn,2023-04-22,2023-09-06,NPK_Balanced,136.0,Sprinkler,3,Minimum_Till,25.9,High,High,No,7.14,913.25,1436.04,522.79,752.9,460.5,Neutral,High,High,Medium,Medium,Medium,Cool,High,Medium,High,Medium,4,Spring,137,Long,36.40497479178853,High,0.007818231590473583,High,0.009483331119670606,Low,0.015504885993485342,Medium,1,Medium,Highland,Moderate,Moderate
FARM_04606,FIELD_FARM_04606_3,Midwest,40.134051,-103.685273,1186.9,Clayey_Loam,7.18,3.82,26.9,38.1,229.9,8.5,916.6,77.3,15.6,Carrots,Carrots_Standard,2023-05-21,2023-10-03,Phosphorus_High,99.8,Subsurface_Drip,6,Strip_Till,3.0,Low,Low,No,45.25,821.76,19266.21,18444.45,356.8,405.3,Alkaline,Medium,Medium,Medium,High,High,Cool,VeryHigh,VeryHigh,Medium,Medium,5,Spring,135,Long,95.73470859084378,High,0.05506473909657321,VeryHigh,0.12682174887892375,High,0.11164569454724894,VeryHigh,1,Medium,Mountain,Humid,Low
FARM_04607,FIELD_FARM_04607_5,Pacific_Northwest,46.028615,-113.447881,287.2,Sandy,6.13,1.1,14.8,10.8,168.4,12.0,986.8,79.2,17.7,Carrots,Carrots_Standard,2023-04-09,2023-07-17,Nitrogen_High,188.6,Subsurface_Drip,13,Conventional_Till,2.9,Low,Medium,Yes,24.23,1191.51,10615.55,9424.04,148.2,620.0,Neutral,Low,Low,Low,Medium,High,Cool,VeryHigh,VeryHigh,Low,High,4,Spring,99,Medium,88.77580530448259,High,0.02033554061652861,VeryHigh,0.1634952766531714,High,0.039080645161290326,High,0,Low,Rolling,Humid,Low
FARM_04608,FIELD_FARM_04608_3,Southwest,34.038289,-99.373218,1407.3,Clayey_Loam,7.17,2.83,29.3,74.3,104.5,23.9,522.6,58.2,22.4,Corn,Flint_Corn,2023-04-26,2023-09-13,NPK_Balanced,103.8,Rainfall_Only,0,Strip_Till,20.1,Low,Medium,No,8.01,668.63,2077.81,1409.18,0.0,386.6,Alkaline,Medium,Medium,High,Medium,Medium,Moderate,High,High,Low,Medium,4,Spring,140,Long,67.82044556528268,High,0.01197971972540867,High,0.0,None,0.02071908949818934,High,1,Medium,Mountain,Moderate,High
FARM_04609,FIELD_FARM_04609_1,Southeast,33.16545,-103.791319,632.0,Sandy,6.82,1.99,29.9,51.0,224.2,18.7,949.0,42.2,17.1,Carrots,Carrots_Standard,2023-03-12,2023-06-19,No_Fertilizer,0.0,Rainfall_Only,0,No_Till,3.1,Low,Low,No,37.84,473.94,13993.03,13519.08,0.0,108.5,Neutral,Low,Medium,High,High,High,Moderate,VeryHigh,VeryHigh,Low,Low,3,Spring,99,Medium,96.61295659338971,High,0.07984133012617632,VeryHigh,0.0,None,0.3487557603686636,VeryHigh,2,High,Highland,Dry,Low
FARM_04610,FIELD_FARM_04610_5,Midwest,45.999648,-83.992245,150.5,Clay,6.76,4.95,48.4,18.3,253.8,9.7,634.1,65.6,28.6,Wheat,Winter_Wheat,2023-10-20,2024-02-08,Nitrogen_High,187.5,Rainfall_Only,0,No_Till,133.0,Low,Low,No,6.12,1176.47,1482.91,306.44,0.0,463.4,Neutral,High,High,Low,High,Medium,Cool,High,Medium,Low,Medium,10,Fall,111,Medium,20.664773991678523,Medium,0.005202002601001301,High,0.0,None,0.01320673284419508,Medium,2,High,Lowland,Moderate,VeryHigh
FARM_04611,FIELD_FARM_04611_3,Pacific_Northwest,42.793115,-113.417148,214.2,Clayey_Loam,6.91,2.8,28.5,18.4,196.4,11.4,1595.2,81.9,15.2,Rice,Medium_Grain,2023-04-24,2023-09-06,NPK_Balanced,159.2,Rainfall_Only,0,Strip_Till,45.1,Low,Low,No,8.41,807.84,3076.78,2268.94,0.0,438.1,Neutral,Medium,Medium,Low,Medium,High,Cool,High,High,Low,Medium,4,Spring,135,Long,73.74397909502791,High,0.010410477322242028,High,0.0,None,0.019196530472494863,High,1,Medium,Rolling,Humid,Low
FARM_04612,FIELD_FARM_04612_5,Southwest,34.979541,-118.591266,202.3,Loam,7.01,2.58,31.6,63.7,252.3,21.6,225.6,57.5,16.6,Cotton,Cotton_Standard,2023-05-25,2023-10-05,Nitrogen_High,153.9,Drip_Irrigation,2,Conventional_Till,18.3,High,High,No,0.92,1023.45,1266.01,242.56,742.5,611.1,Alkaline,Medium,Medium,High,High,Low,Moderate,Low,Medium,High,High,5,Spring,133,Long,19.15940632380471,Medium,0.0008989203185304607,Low,0.001239057239057239,None,0.001505481917853052,Low,2,High,Rolling,Moderate,Low
FARM_04613,FIELD_FARM_04613_5,California_Central_Valley,35.850305,-120.751136,106.0,Clayey_Loam,6.83,3.82,39.0,17.6,220.1,16.8,150.9,79.7,20.6,Beans,Beans_Standard,2023-03-15,2023-06-23,Nitrogen_High,167.0,Micro_Sprinkler,8,Minimum_Till,49.4,Low,Low,No,2.28,1120.67,594.19,-526.48,395.3,584.1,Neutral,Medium,Medium,Low,High,Low,Moderate,Low,Low,Medium,Medium,3,Spring,100,Medium,-88.60465507665897,Loss,0.0020344972204127884,Low,0.005767771312926891,Low,0.0039034411915767845,Low,2,High,Lowland,Humid,Moderate
FARM_04614,FIELD_FARM_04614_4,Northeast,41.134061,-79.517948,1312.7,Sandy,6.84,1.79,13.6,11.4,250.1,8.8,771.0,66.7,27.1,Potatoes,Russet,2023-03-03,2023-06-19,Potassium_High,96.4,Drip_Irrigation,1,Minimum_Till,2833.4,Medium,High,Yes,28.77,7894.56,7129.79,-764.77,2143.9,307.6,Neutral,Low,Low,Low,High,Medium,Cool,VeryHigh,Low,nan,Medium,3,Spring,108,Medium,-10.72640288143129,Loss,0.0036442816319085546,Medium,0.013419469191660057,Low,0.09353055916775031,VeryHigh,1,Medium,Mountain,Moderate,VeryHigh
FARM_04615,FIELD_FARM_04615_4,Northeast,40.946298,-74.119943,1143.1,Silt,6.64,3.81,29.5,59.0,275.2,11.2,718.2,79.6,19.4,Beans,Beans_Standard,2023-05-27,2023-08-28,No_Fertilizer,0.0,Rainfall_Only,0,Strip_Till,43.7,Medium,Medium,Yes,2.0,900.57,603.6,-296.97,0.0,143.3,Neutral,Medium,Medium,High,High,Medium,Cool,Low,Low,Low,Low,5,Spring,93,Medium,-49.19980119284295,Loss,0.00222081570560867,Low,0.0,None,0.013956734124214932,Medium,0,Low,Mountain,Humid,Moderate
FARM_04616,FIELD_FARM_04616_1,Midwest,44.748815,-96.634847,1482.4,Loam,6.89,3.32,36.9,17.9,163.2,10.9,839.6,56.3,22.2,Soybeans,Maturity_Group_2,2023-06-24,2023-11-16,Phosphorus_High,106.3,Rainfall_Only,0,Conventional_Till,62.9,Medium,Low,No,3.77,771.85,2192.61,1420.76,0.0,475.6,Neutral,Medium,Medium,Low,Medium,High,Cool,Medium,High,Low,Medium,6,Summer,145,Long,64.79766123478412,High,0.004884368724493101,High,0.0,None,0.007926829268292683,Medium,1,Medium,Mountain,Moderate,High
FARM_04617,FIELD_FARM_04617_3,Pacific_Northwest,46.343988,-117.814407,416.1,Clayey_Loam,6.08,2.95,31.8,14.3,273.2,12.5,607.1,58.7,22.7,Wheat,Durum_Wheat,2023-09-01,2023-12-30,No_Fertilizer,0.0,Rainfall_Only,0,No_Till,133.8,Low,Low,No,4.72,806.63,1501.91,695.28,0.0,115.9,Neutral,Medium,Medium,Low,High,Medium,Cool,Medium,High,Low,Low,9,Fall,120,Medium,46.29305351186156,High,0.005851505646950894,High,0.0,None,0.040724762726488346,High,2,High,Rolling,Moderate,High
FARM_04618,FIELD_FARM_04618_2,Northeast,42.175991,-73.67297,1292.6,Loam,6.36,2.72,34.1,44.6,270.2,10.1,972.8,81.8,16.4,Soybeans,Maturity_Group_2,2023-06-22,2023-10-22,Organic_Compost,1645.1,Rainfall_Only,0,Strip_Till,49.7,High,Medium,Yes,2.1,1226.84,924.75,-302.09,0.0,192.3,Neutral,Medium,Medium,Medium,High,High,Cool,Low,Low,Low,Low,6,Summer,122,Long,-32.66720735333874,Loss,0.0017117146490169869,Low,0.0,None,0.0109204368174727,Medium,1,Medium,Mountain,Humid,Low
FARM_04619,FIELD_FARM_04619_3,Southeast,31.777058,-75.389312,474.0,Clay,6.77,4.61,34.8,29.0,156.2,15.6,1112.6,84.9,29.2,Soybeans,Maturity_Group_3,2023-05-09,2023-09-09,Phosphorus_High,108.1,Rainfall_Only,0,Minimum_Till,66.6,Medium,Medium,Yes,3.23,1004.26,1606.19,601.93,0.0,356.6,Neutral,High,Medium,Medium,Medium,High,Moderate,Medium,Medium,Low,Medium,5,Spring,123,Long,37.475641113442364,High,0.0032162985680998946,Medium,0.0,None,0.009057767807066741,Medium,0,Low,Rolling,Humid,VeryHigh
FARM_04620,FIELD_FARM_04620_5,Midwest,39.120599,-99.375477,838.0,Clayey_Loam,6.23,3.24,29.6,13.8,124.2,8.9,857.9,84.9,30.0,Peas,Peas_Standard,2023-05-28,2023-10-18,Urea,148.2,Subsurface_Drip,11,Reduced_Till,49.7,Medium,Low,Yes,2.0,1363.53,737.1,-626.43,156.0,711.9,Neutral,Medium,Medium,Low,Medium,High,Cool,Low,Low,Low,High,5,Spring,143,Long,-84.98575498575498,Loss,0.0014667810755905628,Low,0.01282051282051282,Low,0.0028093833403567917,Low,0,Low,Highland,Humid,VeryHigh
FARM_04621,FIELD_FARM_04621_1,Northeast,41.768951,-67.913162,372.0,Silt,7.4,2.19,18.3,54.0,200.1,11.3,1089.6,49.2,26.7,Soybeans,Maturity_Group_4,2023-05-27,2023-09-11,Phosphorus_High,74.9,Rainfall_Only,0,No_Till,57.5,Medium,Medium,No,2.09,804.62,1200.99,396.37,0.0,228.9,Alkaline,Medium,Low,High,High,High,Cool,Low,Medium,Low,Low,5,Spring,107,Medium,33.00360535891223,High,0.002597499440729785,Medium,0.0,None,0.009130624726955002,Medium,2,High,Rolling,Dry,VeryHigh
FARM_04622,FIELD_FARM_04622_1,Pacific_Northwest,43.753712,-121.620269,20.7,Clay,7.32,5.87,55.6,55.1,181.6,12.1,2427.5,57.2,19.4,Rice,Long_Grain,2023-05-19,2023-10-02,NPK_Balanced,131.7,Rainfall_Only,0,Reduced_Till,41.2,Low,Low,No,7.52,943.81,2781.15,1837.33,0.0,372.0,Alkaline,High,High,High,Medium,High,Cool,High,High,Low,Medium,5,Spring,136,Long,66.0636786940654,High,0.007967705364427162,High,0.0,None,0.02021505376344086,High,1,Medium,Lowland,Moderate,Moderate
FARM_04623,FIELD_FARM_04623_2,Northeast,45.054114,-79.665015,444.5,Sandy_Loam,6.09,2.41,28.0,69.2,69.2,6.6,1287.2,82.5,25.7,Peas,Peas_Standard,2023-05-27,2023-10-23,Urea,252.5,Subsurface_Drip,11,Reduced_Till,56.9,Low,High,No,1.43,1246.6,553.5,-693.1,219.5,650.2,Neutral,Medium,Medium,High,Low,High,Cool,Low,Low,Medium,High,5,Spring,149,Long,-125.22131887985546,nan,0.0011471201668538425,Low,0.006514806378132118,Low,0.002199323285143033,Low,1,Medium,Rolling,Humid,High
FARM_04624,FIELD_FARM_04624_5,Midwest,44.329625,-91.312695,1357.6,Silt,7.51,4.08,34.0,79.8,259.9,10.9,831.7,47.5,20.1,Beans,Beans_Standard,2023-04-10,2023-09-03,Potassium_High,114.9,Subsurface_Drip,7,Reduced_Till,45.4,Low,Low,No,2.86,1053.51,979.1,-74.41,283.7,431.8,Alkaline,High,Medium,High,High,High,Cool,Medium,Medium,Medium,Medium,4,Spring,146,Long,-7.599836584618528,Loss,0.0027147345540146747,Medium,0.010081071554458936,Low,0.006623436776285317,Low,1,Medium,Mountain,Dry,Moderate
FARM_04625,FIELD_FARM_04625_5,Great_Plains,37.518614,-96.291161,215.5,Clay,6.51,5.65,50.5,55.2,104.5,11.1,765.7,42.4,20.1,Beans,Beans_Standard,2023-05-20,2023-08-19,No_Fertilizer,0.0,Rainfall_Only,0,Conventional_Till,43.6,Medium,Low,Yes,2.85,946.88,1048.38,101.5,0.0,207.7,Neutral,High,High,High,Medium,Medium,Cool,Medium,Medium,Low,Low,5,Spring,91,Medium,9.681603998550143,Low,0.0030098850963163233,Medium,0.0,None,0.013721714010592202,Medium,0,Low,Rolling,Dry,Moderate
FARM_04626,FIELD_FARM_04626_1,Great_Plains,47.566097,-92.103865,309.0,Silt,7.48,3.95,36.0,74.1,192.0,11.7,512.7,63.9,18.0,Soybeans,Maturity_Group_3,2023-05-21,2023-10-05,Phosphorus_High,82.6,Sprinkler,3,Minimum_Till,49.7,High,High,Yes,1.97,911.12,1074.29,163.17,1171.5,454.5,Alkaline,Medium,Medium,High,Medium,Medium,Cool,Low,Medium,nan,Medium,5,Spring,137,Long,15.18863621554701,Medium,0.0021621740275704626,Low,0.0016816047801963294,None,0.004334433443344335,Low,0,Low,Rolling,Moderate,Low
FARM_04627,FIELD_FARM_04627_1,California_Central_Valley,36.776535,-120.81684,560.2,Clayey_Loam,6.32,4.22,40.7,27.0,69.9,16.8,377.5,51.5,18.2,Soybeans,Maturity_Group_2,2023-06-01,2023-09-04,Phosphorus_High,74.3,Sprinkler,3,No_Till,69.7,High,Medium,Yes,1.71,1244.47,958.01,-286.46,1156.0,336.6,Neutral,High,High,Medium,Low,Low,Moderate,Low,Low,nan,Medium,6,Summer,95,Medium,-29.901566789490712,Loss,0.0013740789251649296,Low,0.0014792387543252595,None,0.005080213903743315,Low,1,Medium,Highland,Moderate,Moderate
FARM_04628,FIELD_FARM_04628_2,Southeast,27.499477,-103.692977,1062.3,Sandy_Loam,6.02,3.43,25.8,48.5,254.3,16.3,1108.6,49.0,27.4,Potatoes,Russet,2023-04-20,2023-08-24,Potassium_High,148.0,Rainfall_Only,0,Strip_Till,2571.9,Low,High,Yes,42.33,7198.07,15245.1,8047.04,0.0,187.3,Neutral,Medium,Medium,Medium,High,High,Moderate,VeryHigh,VeryHigh,Low,Low,4,Spring,126,Long,52.78443565473496,High,0.005880743032507325,High,0.0,None,0.22600106780565934,VeryHigh,0,Low,Mountain,Dry,VeryHigh
FARM_04629,FIELD_FARM_04629_2,Midwest,40.525118,-89.576549,968.3,Loam,6.75,3.3,35.2,62.0,115.6,9.2,622.8,84.6,15.0,Beans,Beans_Standard,2023-03-20,2023-07-21,NPK_Balanced,149.2,Subsurface_Drip,13,Minimum_Till,42.0,Medium,Medium,No,2.66,1094.09,975.68,-118.41,141.5,474.3,Neutral,Medium,Medium,High,Medium,Medium,Cool,Low,Medium,Low,Medium,3,Spring,123,Long,-12.136151197113808,Loss,0.002431244230364961,Medium,0.018798586572438162,Medium,0.005608264811300865,Low,1,Medium,Highland,Humid,Low
FARM_04630,FIELD_FARM_04630_4,Midwest,39.221139,-93.937504,166.1,Silt,7.24,3.9,35.7,41.0,214.2,8.1,1063.7,47.8,19.8,Peas,Peas_Standard,2023-03-07,2023-07-25,Urea,155.6,Rainfall_Only,0,No_Till,48.1,Low,Low,No,2.43,684.59,740.63,56.04,0.0,496.0,Alkaline,Medium,Medium,Medium,High,High,Cool,Low,Medium,Low,Medium,3,Spring,140,Long,7.566531196413864,Low,0.0035495698155100135,Medium,0.0,None,0.0048991935483870975,Low,2,High,Lowland,Dry,Moderate
FARM_04631,FIELD_FARM_04631_1,Pacific_Northwest,48.081628,-122.349556,570.1,Loam,6.73,2.32,30.1,12.3,62.8,12.2,666.8,65.4,24.4,Beans,Beans_Standard,2023-03-23,2023-08-11,Organic_Compost,2234.2,Subsurface_Drip,6,Deep_Till,50.0,Medium,Medium,No,2.26,1753.15,604.34,-1148.81,353.0,489.0,Neutral,Medium,Medium,Low,Low,Medium,Cool,Low,Low,Medium,Medium,3,Spring,141,Long,-190.0933249495317,nan,0.0012891081767104923,Low,0.006402266288951841,Low,0.004621676891615542,Low,2,High,Highland,Moderate,High
FARM_04632,FIELD_FARM_04632_2,Pacific_Northwest,46.251788,-112.703862,550.2,Sandy_Loam,6.99,2.14,30.1,79.2,84.9,9.6,1187.2,65.3,26.4,Carrots,Carrots_Standard,2023-04-28,2023-09-24,Urea,176.3,Rainfall_Only,0,Strip_Till,3.0,Medium,High,Yes,22.57,866.04,7528.96,6662.92,0.0,452.2,Neutral,Medium,Medium,High,Low,High,Cool,VeryHigh,High,Low,Medium,4,Spring,149,Long,88.49721608296498,High,0.026061151909842505,VeryHigh,0.0,None,0.04991154356479434,High,0,Low,Highland,Moderate,VeryHigh
FARM_04633,FIELD_FARM_04633_5,Southwest,25.265342,-118.238779,786.6,Loam,6.8,4.8,42.8,32.4,78.1,21.6,450.7,60.7,25.6,Cotton,Cotton_Standard,2023-04-19,2023-09-08,Urea,231.0,Rainfall_Only,0,Minimum_Till,22.5,Low,Low,Yes,2.97,1018.12,5476.89,4458.77,0.0,570.4,Neutral,High,High,Medium,Low,Medium,Moderate,Medium,High,Low,Medium,4,Spring,142,Long,81.41061806974396,High,0.0029171413978705853,Medium,0.0,None,0.00520687237026648,Low,0,Low,Highland,Moderate,High
FARM_04634,FIELD_FARM_04634_4,Midwest,41.450979,-90.990361,923.0,Silt,7.76,2.04,25.1,12.1,265.6,8.8,1095.1,81.2,17.0,Wheat,Durum_Wheat,2023-11-27,2024-03-17,Phosphorus_High,109.0,Rainfall_Only,0,Deep_Till,119.3,High,Medium,Yes,3.34,1330.02,835.99,-494.04,0.0,406.0,Alkaline,Medium,Medium,Low,High,High,Cool,Medium,Low,Low,Medium,11,Fall,111,Medium,-59.09640067464922,Loss,0.0025112404324746994,Medium,0.0,None,0.008226600985221674,Medium,0,Low,Highland,Humid,Low
FARM_04635,FIELD_FARM_04635_1,Southeast,36.384553,-78.865752,1383.7,Sandy,6.02,1.67,10.0,76.7,113.5,16.9,1079.6,77.2,15.9,Lettuce,Lettuce_Standard,2023-04-16,2023-08-24,Organic_Compost,1833.3,Subsurface_Drip,6,No_Till,2.1,High,Medium,Yes,12.82,1533.11,17116.64,15583.53,361.2,241.1,Neutral,Low,Low,High,Medium,High,Moderate,High,VeryHigh,Medium,Low,4,Spring,130,Long,91.04316033987979,High,0.00836208752144334,High,0.03549280177187154,Medium,0.05317295727913729,VeryHigh,2,High,Mountain,Humid,Low
FARM_04636,FIELD_FARM_04636_2,Northeast,41.027138,-68.731144,981.8,Sandy,6.1,1.83,23.7,36.8,126.7,11.8,1285.6,56.8,29.4,Potatoes,Russet,2023-04-09,2023-08-04,Potassium_High,136.8,Rainfall_Only,0,Conventional_Till,2825.9,Medium,Medium,Yes,35.5,8026.49,11960.33,3933.84,0.0,367.0,Neutral,Low,Medium,Medium,Medium,High,Cool,VeryHigh,High,Low,Medium,4,Spring,117,Medium,32.89073127580928,High,0.00442285482197075,Medium,0.0,None,0.09673024523160763,VeryHigh,0,Low,Highland,Moderate,VeryHigh
FARM_04637,FIELD_FARM_04637_1,Southwest,36.643415,-104.715089,1336.1,Clayey_Loam,6.93,4.94,45.2,66.7,297.4,18.4,492.2,81.7,22.5,Corn,Sweet_Corn,2023-04-12,2023-07-23,Nitrogen_High,188.9,Sprinkler,6,Reduced_Till,27.2,High,Medium,Yes,7.78,1209.24,1852.7,643.46,679.3,477.7,Neutral,High,High,High,High,Medium,Moderate,High,High,High,Medium,4,Spring,102,Medium,34.73093323257948,High,0.006433793126261123,High,0.011452966288826735,Low,0.016286372200125604,High,0,Low,Mountain,Humid,High
FARM_04638,FIELD_FARM_04638_4,Southeast,36.663912,-77.721747,547.5,Clayey_Loam,7.21,2.44,16.2,50.7,286.3,19.6,1350.8,58.1,25.6,Soybeans,Maturity_Group_4,2023-05-03,2023-08-08,Organic_Compost,2266.9,Subsurface_Drip,12,Deep_Till,67.6,Low,Medium,No,2.17,1569.88,898.23,-671.64,161.9,375.5,Alkaline,Medium,Low,High,High,High,Moderate,Low,Low,Low,Medium,5,Spring,97,Medium,-74.77372165258342,Loss,0.0013822712564017631,Low,0.013403335392217417,Low,0.00577896138482024,Low,2,High,Highland,Moderate,High
FARM_04639,FIELD_FARM_04639_3,Southwest,34.979817,-106.755626,640.8,Loam,6.69,3.93,39.6,47.9,60.3,21.0,213.1,78.1,26.1,Cotton,Cotton_Standard,2023-03-07,2023-07-06,Potassium_High,109.5,Drip_Irrigation,1,Conventional_Till,17.1,Low,Low,No,2.07,989.32,2957.36,1968.04,1719.9,440.6,Neutral,Medium,Medium,Medium,Low,Low,Moderate,Low,High,nan,Medium,3,Spring,121,Long,66.54719073768496,High,0.0020923462580358224,Low,0.0012035583464154891,None,0.004698138901497957,Low,2,High,Highland,Humid,VeryHigh
FARM_04640,FIELD_FARM_04640_1,Pacific_Northwest,47.307528,-124.86059,652.1,Sandy_Loam,6.13,3.42,37.0,30.0,195.4,10.0,521.9,54.7,17.0,Lettuce,Lettuce_Standard,2023-03-25,2023-07-24,Nitrogen_High,175.5,Rainfall_Only,0,Minimum_Till,2.2,Low,Low,No,34.95,686.21,44178.48,43492.27,0.0,474.5,Neutral,Medium,Medium,Medium,Medium,Medium,Cool,VeryHigh,VeryHigh,Low,Medium,3,Spring,121,Long,98.44673243624497,High,0.050931930458605966,VeryHigh,0.0,None,0.07365648050579558,VeryHigh,1,Medium,Highland,Moderate,Low
FARM_04641,FIELD_FARM_04641_1,Great_Plains,46.038191,-98.035207,494.5,Silt,7.68,2.58,25.9,47.0,58.5,13.2,646.7,53.0,29.0,Corn,Flint_Corn,2023-05-02,2023-08-20,Nitrogen_High,149.0,Rainfall_Only,0,Reduced_Till,23.7,Medium,Medium,Yes,8.35,1032.7,1619.85,587.15,0.0,393.6,Alkaline,Medium,Medium,Medium,Low,Medium,Cool,High,Medium,Low,Medium,5,Spring,110,Medium,36.24718338117727,High,0.008085600852135178,High,0.0,None,0.021214430894308942,High,0,Low,Rolling,Moderate,VeryHigh
FARM_04642,FIELD_FARM_04642_1,Pacific_Northwest,43.954789,-117.362228,1336.2,Sandy_Loam,5.93,2.95,21.9,62.5,94.0,10.2,1096.1,79.3,17.6,Lettuce,Lettuce_Standard,2023-03-18,2023-07-13,No_Fertilizer,0.0,Rainfall_Only,0,Strip_Till,1.7,High,Low,Yes,13.0,643.5,16841.11,16197.61,0.0,147.1,Neutral,Medium,Medium,High,Low,High,Cool,High,VeryHigh,Low,Low,3,Spring,117,Medium,96.17899295236478,High,0.020202020202020204,VeryHigh,0.0,None,0.08837525492861999,VeryHigh,0,Low,Mountain,Humid,Low
FARM_04643,FIELD_FARM_04643_1,Midwest,41.886457,-85.240956,1127.6,Sandy_Loam,7.06,1.53,15.1,18.8,251.2,8.6,1107.9,75.3,26.3,Peas,Peas_Standard,2023-04-14,2023-09-10,Potassium_High,154.2,Rainfall_Only,0,Minimum_Till,55.2,Medium,Low,Yes,1.77,1068.01,674.66,-393.35,0.0,205.6,Alkaline,Low,Low,Low,High,High,Cool,Low,Low,Low,Low,4,Spring,149,Long,-58.30344173361397,Loss,0.0016572878531099897,Low,0.0,None,0.008608949416342413,Medium,0,Low,Mountain,Humid,VeryHigh
FARM_04644,FIELD_FARM_04644_2,California_Central_Valley,38.165531,-119.861082,331.9,Sandy_Loam,5.82,1.53,15.2,41.7,258.8,16.1,202.1,59.9,17.9,Lettuce,Lettuce_Standard,2023-02-24,2023-07-12,No_Fertilizer,0.0,Micro_Sprinkler,12,Reduced_Till,1.9,Low,High,Yes,10.9,929.69,15983.72,15054.03,212.2,261.2,Neutral,Low,Low,Medium,High,Low,Moderate,High,VeryHigh,Medium,Low,2,Winter,138,Long,94.18351923081737,High,0.01172433822026697,High,0.05136663524976438,High,0.041730474732006126,High,1,Medium,Rolling,Moderate,Low
FARM_04645,FIELD_FARM_04645_3,California_Central_Valley,39.672942,-119.159092,420.4,Sandy_Loam,6.99,2.34,19.6,43.4,233.6,18.0,190.4,49.3,20.0,Lettuce,Lettuce_Standard,2023-03-19,2023-08-03,Phosphorus_High,95.7,Micro_Sprinkler,12,Strip_Till,1.6,Low,High,Yes,13.94,1050.33,13505.98,12455.65,149.5,422.1,Neutral,Medium,Low,Medium,High,Low,Moderate,High,VeryHigh,Low,Medium,3,Spring,137,Long,92.22322260213623,High,0.013272019270134149,High,0.09324414715719063,High,0.03302534944325989,High,1,Medium,Rolling,Dry,Moderate
