support,itemsets
0.051,"['yield_category_High', 'soil_ph_category_Neutral', 'profit_category_High', 'annual_rainfall_category_High']"
0.0782,"['yield_category_Low', 'profit_category_Low', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.057,"['yield_category_Medium', 'profit_category_Medium', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.0652,"['profit_category_VeryHigh', 'yield_category_VeryHigh', 'soil_ph_category_Neutral', 'annual_rainfall_category_High']"
0.05,"['annual_rainfall_category_Low', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0516,"['annual_rainfall_category_Low', 'soil_ph_category_Neutral', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0508,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0546,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.053,"['planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'avg_temperature_category_Cool']"
0.053,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0584,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0528,"['planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'avg_temperature_category_Moderate']"
0.0846,"['planting_season_Spring', 'annual_rainfall_category_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.051,"['soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.05,"['planting_season_Spring', 'organic_matter_percent_category_High', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0672,"['pest_pressure_Low', 'planting_season_Spring', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0512,"['soil_ph_category_Alkaline', 'annual_rainfall_category_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.0808,"['planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'disease_pressure_Low']"
0.0532,"['planting_season_Spring', 'organic_matter_percent_category_High', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0508,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0732,"['pest_pressure_Low', 'planting_season_Spring', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0542,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0858,"['planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium', 'nitrogen_content_category_High']"
0.0506,"['planting_season_Spring', 'organic_matter_percent_category_High', 'annual_rainfall_category_Medium', 'soil_ph_category_Neutral']"
0.0518,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium']"
0.0698,"['pest_pressure_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'annual_rainfall_category_Medium']"
0.0536,"['organic_matter_percent_category_High', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.054,"['organic_matter_percent_category_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0742,"['pest_pressure_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.1482,"['planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0578,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.09,"['soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0826,"['planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0672,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.084,"['organic_matter_percent_category_Medium', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0512,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.118,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.051,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0664,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0754,"['planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.059,"['planting_season_Spring', 'profit_category_High', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0556,"['planting_season_Spring', 'profit_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0604,"['planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0588,"['profit_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0934,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.1398,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0584,"['yield_category_High', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.06,"['yield_category_Low', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0552,"['yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool']"
0.0602,"['planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Cool', 'yield_category_VeryHigh']"
0.072,"['planting_season_Spring', 'disease_pressure_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0566,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Medium', 'avg_temperature_category_Cool']"
0.073,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Medium', 'avg_temperature_category_Cool']"
0.0906,"['planting_season_Spring', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0536,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0688,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0902,"['planting_season_Spring', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.056,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.126,"['pest_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0772,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0782,"['planting_season_Spring', 'pest_pressure_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0618,"['planting_season_Spring', 'profit_category_High', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.065,"['planting_season_Spring', 'profit_category_Low', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0616,"['planting_season_Spring', 'profit_category_Medium', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0612,"['profit_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0978,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.1514,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0588,"['yield_category_High', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0648,"['yield_category_Low', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0636,"['yield_category_Medium', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.0624,"['yield_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Cool', 'nitrogen_content_category_High']"
0.051,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'nitrogen_content_category_Medium']"
0.0722,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool']"
0.056,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_High', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.0852,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'avg_temperature_category_Cool']"
0.0592,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Low', 'avg_temperature_category_Cool']"
0.068,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Low', 'avg_temperature_category_Cool']"
0.067,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool']"
0.0542,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool']"
0.0882,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Cool']"
0.05,"['pest_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0508,"['profit_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Cool', 'pest_pressure_Low']"
0.079,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.1188,"['pest_pressure_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0506,"['pest_pressure_Low', 'yield_category_High', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.051,"['pest_pressure_Low', 'yield_category_Medium', 'planting_season_Spring', 'avg_temperature_category_Cool']"
0.078,"['planting_season_Spring', 'pest_pressure_Medium', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0604,"['planting_season_Spring', 'soil_ph_category_Neutral', 'profit_category_High', 'avg_temperature_category_Cool']"
0.0564,"['yield_category_High', 'planting_season_Spring', 'profit_category_High', 'avg_temperature_category_Cool']"
0.0612,"['planting_season_Spring', 'profit_category_Low', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0796,"['yield_category_Low', 'planting_season_Spring', 'profit_category_Low', 'avg_temperature_category_Cool']"
0.0598,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.0578,"['yield_category_Medium', 'planting_season_Spring', 'avg_temperature_category_Cool', 'profit_category_Medium']"
0.06,"['profit_category_VeryHigh', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.066,"['profit_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Cool', 'yield_category_VeryHigh']"
0.0632,"['yield_category_High', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0622,"['yield_category_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0572,"['yield_category_Medium', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool']"
0.0588,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Cool', 'yield_category_VeryHigh']"
0.0548,"['avg_temperature_category_Moderate', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.065,"['avg_temperature_category_Moderate', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0794,"['pest_pressure_Low', 'avg_temperature_category_Moderate', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.1602,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0656,"['avg_temperature_category_Moderate', 'soil_ph_category_Alkaline', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0946,"['avg_temperature_category_Moderate', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0548,"['avg_temperature_category_Moderate', 'yield_category_VeryHigh', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0854,"['planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0518,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0618,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0996,"['organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.0596,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0514,"['planting_season_Spring', 'pest_pressure_High', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.1206,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0722,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0748,"['planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0644,"['planting_season_Spring', 'profit_category_High', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0552,"['planting_season_Spring', 'profit_category_Low', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0558,"['profit_category_Medium', 'disease_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.0714,"['profit_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0986,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.148,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0526,"['yield_category_High', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0554,"['yield_category_Low', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0608,"['yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.078,"['yield_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0554,"['profit_category_VeryHigh', 'yield_category_VeryHigh', 'disease_pressure_Low', 'avg_temperature_category_Moderate']"
0.0728,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'disease_pressure_Medium', 'nitrogen_content_category_High']"
0.0624,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Medium', 'avg_temperature_category_Moderate']"
0.071,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Medium', 'avg_temperature_category_Moderate']"
0.0882,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.0528,"['avg_temperature_category_Moderate', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.0662,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.0504,"['pest_pressure_Low', 'avg_temperature_category_Moderate', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.1022,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.0638,"['avg_temperature_category_Moderate', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0544,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'pest_pressure_High', 'nitrogen_content_category_High']"
0.1296,"['pest_pressure_Low', 'avg_temperature_category_Moderate', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0518,"['pest_pressure_Low', 'avg_temperature_category_Moderate', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.0778,"['pest_pressure_Low', 'avg_temperature_category_Moderate', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0726,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'pest_pressure_Medium', 'nitrogen_content_category_High']"
0.0654,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'profit_category_High', 'nitrogen_content_category_High']"
0.0596,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'profit_category_Low', 'nitrogen_content_category_High']"
0.0594,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'profit_category_Medium', 'nitrogen_content_category_High']"
0.0722,"['profit_category_VeryHigh', 'avg_temperature_category_Moderate', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.1014,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.1552,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.056,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'yield_category_High', 'nitrogen_content_category_High']"
0.059,"['yield_category_Low', 'avg_temperature_category_Moderate', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0624,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'yield_category_Medium', 'nitrogen_content_category_High']"
0.0792,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'yield_category_VeryHigh', 'nitrogen_content_category_High']"
0.0544,"['profit_category_VeryHigh', 'avg_temperature_category_Moderate', 'yield_category_VeryHigh', 'nitrogen_content_category_High']"
0.0522,"['avg_temperature_category_Moderate', 'planting_season_Spring', 'soil_ph_category_Neutral', 'nitrogen_content_category_Medium']"
0.071,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_High', 'avg_temperature_category_Moderate']"
0.0544,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'organic_matter_percent_category_High', 'avg_temperature_category_Moderate']"
0.0864,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'avg_temperature_category_Moderate']"
0.054,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Low', 'avg_temperature_category_Moderate']"
0.0598,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Low', 'avg_temperature_category_Moderate']"
0.0744,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Moderate']"
0.0516,"['planting_season_Spring', 'pest_pressure_Medium', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Moderate']"
0.06,"['soil_ph_category_Alkaline', 'planting_season_Spring', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Moderate']"
0.097,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Medium', 'avg_temperature_category_Moderate']"
0.0522,"['planting_season_Spring', 'soil_ph_category_Neutral', 'pest_pressure_High', 'avg_temperature_category_Moderate']"
0.0504,"['pest_pressure_Low', 'planting_season_Spring', 'profit_category_High', 'avg_temperature_category_Moderate']"
0.0534,"['profit_category_VeryHigh', 'planting_season_Spring', 'pest_pressure_Low', 'avg_temperature_category_Moderate']"
0.079,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.1204,"['pest_pressure_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0534,"['pest_pressure_Low', 'yield_category_Medium', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.0584,"['pest_pressure_Low', 'yield_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.0706,"['planting_season_Spring', 'pest_pressure_Medium', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.06,"['planting_season_Spring', 'soil_ph_category_Neutral', 'profit_category_High', 'avg_temperature_category_Moderate']"
0.0572,"['planting_season_Spring', 'profit_category_Low', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0692,"['yield_category_Low', 'planting_season_Spring', 'profit_category_Low', 'avg_temperature_category_Moderate']"
0.06,"['planting_season_Spring', 'soil_ph_category_Neutral', 'profit_category_Medium', 'avg_temperature_category_Moderate']"
0.052,"['yield_category_Medium', 'planting_season_Spring', 'profit_category_Medium', 'avg_temperature_category_Moderate']"
0.066,"['profit_category_VeryHigh', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0816,"['profit_category_VeryHigh', 'yield_category_VeryHigh', 'planting_season_Spring', 'avg_temperature_category_Moderate']"
0.055,"['yield_category_High', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0574,"['yield_category_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0592,"['yield_category_Medium', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0716,"['yield_category_VeryHigh', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.05,"['profit_category_VeryHigh', 'yield_category_VeryHigh', 'soil_ph_category_Neutral', 'avg_temperature_category_Moderate']"
0.0676,"['planting_season_Spring', 'avg_temperature_category_Warm', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0568,"['pest_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Warm', 'disease_pressure_Low']"
0.0696,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Warm', 'disease_pressure_Low']"
0.0622,"['pest_pressure_Low', 'planting_season_Spring', 'avg_temperature_category_Warm', 'nitrogen_content_category_High']"
0.0686,"['planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Warm', 'nitrogen_content_category_High']"
0.0622,"['pest_pressure_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'avg_temperature_category_Warm']"
0.0508,"['yield_category_Medium', 'planting_season_Spring', 'crop_type_Corn', 'disease_pressure_Low']"
0.0588,"['yield_category_Medium', 'planting_season_Spring', 'crop_type_Corn', 'nitrogen_content_category_High']"
0.0538,"['crop_type_Corn', 'yield_category_Medium', 'planting_season_Spring', 'soil_ph_category_Neutral']"
0.0572,"['planting_season_Spring', 'profit_category_Low', 'crop_type_Cotton', 'disease_pressure_Low']"
0.0638,"['yield_category_Low', 'planting_season_Spring', 'crop_type_Cotton', 'disease_pressure_Low']"
0.0572,"['yield_category_Low', 'profit_category_Low', 'crop_type_Cotton', 'disease_pressure_Low']"
0.059,"['planting_season_Spring', 'profit_category_Low', 'crop_type_Cotton', 'nitrogen_content_category_High']"
0.066,"['yield_category_Low', 'planting_season_Spring', 'crop_type_Cotton', 'nitrogen_content_category_High']"
0.059,"['yield_category_Low', 'profit_category_Low', 'crop_type_Cotton', 'nitrogen_content_category_High']"
0.0532,"['yield_category_Low', 'planting_season_Spring', 'crop_type_Cotton', 'pest_pressure_Low']"
0.0592,"['planting_season_Spring', 'profit_category_Low', 'crop_type_Cotton', 'soil_ph_category_Neutral']"
0.095,"['yield_category_Low', 'planting_season_Spring', 'profit_category_Low', 'crop_type_Cotton']"
0.0642,"['yield_category_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'crop_type_Cotton']"
0.0592,"['yield_category_Low', 'profit_category_Low', 'crop_type_Cotton', 'soil_ph_category_Neutral']"
0.0528,"['yield_category_High', 'crop_type_Lettuce', 'disease_pressure_Low', 'planting_season_Spring']"
0.0552,"['yield_category_High', 'crop_type_Lettuce', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.05,"['yield_category_High', 'crop_type_Lettuce', 'profit_category_High', 'planting_season_Spring']"
0.0536,"['yield_category_High', 'crop_type_Lettuce', 'soil_ph_category_Neutral', 'planting_season_Spring']"
0.0554,"['profit_category_VeryHigh', 'planting_season_Spring', 'crop_type_Potatoes', 'yield_category_VeryHigh']"
0.0548,"['yield_category_Medium', 'planting_season_Spring', 'crop_type_Rice', 'disease_pressure_Low']"
0.059,"['yield_category_Medium', 'planting_season_Spring', 'crop_type_Rice', 'nitrogen_content_category_High']"
0.0524,"['pest_pressure_Low', 'yield_category_Medium', 'planting_season_Spring', 'crop_type_Rice']"
0.0602,"['yield_category_Medium', 'planting_season_Spring', 'crop_type_Rice', 'profit_category_Medium']"
0.0582,"['yield_category_Medium', 'planting_season_Spring', 'crop_type_Rice', 'soil_ph_category_Neutral']"
0.0544,"['yield_category_Low', 'crop_type_Soybeans', 'planting_season_Spring', 'disease_pressure_Low']"
0.0552,"['yield_category_Low', 'crop_type_Soybeans', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0616,"['yield_category_Low', 'crop_type_Soybeans', 'planting_season_Spring', 'profit_category_Low']"
0.056,"['yield_category_Low', 'crop_type_Soybeans', 'planting_season_Spring', 'soil_ph_category_Neutral']"
0.062,"['planting_season_Spring', 'crop_type_Tomatoes', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0604,"['yield_category_VeryHigh', 'planting_season_Spring', 'crop_type_Tomatoes', 'nitrogen_content_category_High']"
0.0752,"['profit_category_VeryHigh', 'planting_season_Spring', 'crop_type_Tomatoes', 'yield_category_VeryHigh']"
0.0634,"['planting_season_Spring', 'soil_ph_category_Neutral', 'crop_type_Tomatoes', 'yield_category_VeryHigh']"
0.0512,"['planting_season_Spring', 'fertilizer_type_Nitrogen_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.051,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'fertilizer_type_Nitrogen_High']"
0.0552,"['fertilizer_type_No_Fertilizer', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0508,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'fertilizer_type_Organic_Compost']"
0.0594,"['planting_season_Spring', 'fertilizer_type_Phosphorus_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0608,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'fertilizer_type_Phosphorus_High']"
0.0516,"['disease_pressure_Low', 'planting_season_Spring', 'fertilizer_type_Potassium_High', 'nitrogen_content_category_High']"
0.0638,"['planting_season_Spring', 'fertilizer_type_Urea', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0544,"['fertilizer_type_Urea', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.068,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.051,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'disease_pressure_Low']"
0.0588,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation', 'disease_pressure_Low', 'soil_ph_category_Neutral']"
0.059,"['planting_season_Spring', 'disease_pressure_Low', 'irrigation_method_Flood_Irrigation', 'nitrogen_content_category_High']"
0.058,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'irrigation_method_Flood_Irrigation']"
0.0624,"['planting_season_Spring', 'irrigation_method_Micro_Sprinkler', 'disease_pressure_Low', 'nitrogen_content_category_High']"
